Name	Target	ID
minaprine	HTR2B, SLC6A4, ACHE, CHRM1, DRD1, DRD2, HTR2A, HTR2C, MAOA	BRD-K02867583
spiroxatrine	HTR1A, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, HTR2B	BRD-A72483914
eticlopride	DRD2, DRD3, DRD4	BRD-K50417881
AR-A014418	GSK3B	BRD-K67860401
GR-144053	ITGB3, ITGA2B	BRD-K12120659
UK-356618	MMP3, MMP13, MMP14, MMP2, MMP9	BRD-K57011718
LY-278584	HTR3A	BRD-A12016240
iodophenpropit	HRH3, HRH4, GRIN2B	BRD-K51918615
harpagoside	ACHE	BRD-K07996107
tetryzoline		BRD-A28856712
zimelidine	SLC6A4, MAOA, MAOB	BRD-K47207162
hydrocotarnine		BRD-K37447567
estropipate	ESR1, ESR2	BRD-A22143024
narciclasine	RHOA	BRD-K06792661
repaglinide	ABCC8, CYP2C8, CYP3A5, INS, KCNJ11, PPARG	BRD-K82846253
RO-28-1675	GCK	BRD-K21672174
isamoltan	ADRB1, ADRB2	BRD-A26845397
acetyl-geranygeranyl-cysteine		BRD-K75181824
tolcapone	COMT, TTR	BRD-K10852020
zolmitriptan	HTR1B, HTR1D, HTR1A, HTR1F, HTR1E	BRD-K54314721
IB-MECA	ADORA3, ADORA1, ADORA2A, ADORA2B	BRD-A48809242
perospirone	DRD2, HTR2A, DRD3, DRD4, HTR2C	BRD-K85503079
lysergol	HTR1B, HTR1D, HTR1E	BRD-K27871032
capsazepine	TRPV1, TRPV4	BRD-K44849676
AC-55649	RARB, RARA	BRD-K93176058
spectinomycin		BRD-K11905747
azacitidine	DNMT1	BRD-K03406345
salvinorin-a	OPRK1, OPRD1, OPRM1	BRD-K19284129
CI-966	SLC6A1	BRD-K67680372
phenethyl-isothiocyanate	CYP2E1	BRD-K56700933
diethyltoluamide		BRD-K94080537
etamivan		BRD-K38055836
marmesin		BRD-K36377456
terguride	DRD2, HTR2A, HTR2B, ADRA1A, ADRA2A, ADRA2B, ADRA2C, DRD3, DRD4, HTR1A, HTR1B, HTR1D, HTR2C, PRL	BRD-K05901394
TTNPB	RARB, RARA, RARG	BRD-K68246049
abiraterone	CYP17A1, CYP11B1	BRD-K55301415
kynuramine		BRD-A31227688
fluorometholone	NR3C1	BRD-A13133631
U-74389F		BRD-A96897502
scopolamine	CHRM2, CHRM1, CHRM3, CHRM4, CHRM5, SI	BRD-A62035778
ipriflavone		BRD-K93618743
ARC-239	ADRA2B, ADRA2A, ADRA2C	BRD-K93188295
clofarabine	RRM1, POLA1, RRM2, SLC22A8	BRD-A82371568
alprenolol	ADRB1, ADRB2, HTR1A	BRD-A00993607
semaxanib	KDR, FLT1, KIT, PDGFRB, FGFR1, FLT3, MET, PDGFRA, RET	BRD-K63504947
docetaxel	TUBB, BCL2, MAP2, MAP4, MAPT, NR1I2, TUBB1	BRD-K63265447
syrosingopine	SLC18A2, SLC18A1	BRD-K14200658
NTNCB	NPY5R	BRD-A94413429
olanzapine	DRD2, HTR2A, HTR2C, DRD1, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR6, HTR7, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C8, DRD5, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, HRH2, HRH4, HTR1F, HTR2B, HTR3A, HTR5A	BRD-K18895904
FIT	OPRD1	BRD-K17896185
vincristine	TUBB, TUBA4A	BRD-K82109576
skatole	F2	BRD-K73824630
TER-14687	PRKCQ	BRD-A33833419
I-OMe-AG-538		BRD-K35377380
lupanine	INS	BRD-A92826379
cefatrizine		BRD-M47937986
dibenzoylmethane		BRD-K01555864
tolterodine	CHRM2, CHRM3, CHRM1, CHRM4, CHRM5	BRD-K54316499
ibuprofen	PTGS2, PTGS1, ASIC1, BCL2, CFTR, CYP2C8, FABP2, PLAT, PPARG, SLC5A8, THBD	BRD-K14965640
YK-4279	DHX9, EWSR1, FLI1	BRD-A62182663
BRD-K63784565	TOP1	BRD-K63784565
febuxostat	XDH	BRD-K48367671
CGK-733	ATM, ATR	BRD-A50737080
suloctidil		BRD-A34205397
EMF-bca1-60		BRD-K68437527
U-46619	PTGDR, PTGDR2, PTGER1, PTGER2, PTGER3, PTGER4, PTGFR, PTGIR, TBXA2R	BRD-K18757346
talniflumate	CLCA1	BRD-A98378129
solifenacin	CHRM3, CHRM1, CHRM2, CHRM4, CHRM5	BRD-A54596827
procainamide	SCN5A, DNMT1	BRD-K75089421
tadalafil	PDE5A, PDE11A	BRD-K93645900
BML-257	AKT1	BRD-K32584078
scoulerine	ADRA1D, ADRA2A, GABRA1	BRD-K62609077
VU-0400195-3	GRM4	BRD-K30570479
NF-449	P2RX1	BRD-K36324071
salubrinal	EIF2S1, SLC6A9	BRD-A77299732
molindone	DRD2, HTR2A, CHRM1, DRD5, HRH1, HTR1A	BRD-A65280694
methocarbamol	CA1	BRD-A31521121
guaifenesin		BRD-A90515964
naphazoline	ADRA1A, ADRA2A	BRD-K77641333
GR-206		BRD-K00184207
dicycloverine	CHRM1, CHRM2, CHRM3	BRD-K68507560
olaparib	PARP1, PARP2, PARP3	BRD-K02113016
testosterone	AR, CYP19A1, CYP2C19, CYP2C8, CYP3A5	BRD-A55393291
KUC104502N	OPRK1	BRD-K24538644
bicuculline	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, KCNN1	BRD-A09495397
U-18666A		BRD-A81795050
triclabendazole	DNMT1	BRD-K81916719
tipifarnib-P2	FNTA, FNTB	BRD-K62965247
rosmarinic-acid	MCL1, TYR	BRD-K20313525
stiripentol	ABAT, SCN1A, SCN3A	BRD-A72441487
buspirone	HTR1A, DRD2	BRD-K93461745
temozolomide	TOP2A	BRD-K32107296
zuclopenthixol	DRD2, DRD1, ADRA1A, ADRA2A, DRD5, HRH1, HTR2A	BRD-K28761384
hydrocortisone	ANXA1, NOS2, NR3C1, NR3C2	BRD-A46186775
eugenitol	AR, MAOA	BRD-K46068882
tyrphostin-AG-112	EGFR	BRD-K01192156
YM-298198	GRM1	BRD-K59650319
sildenafil	PDE5A, PDE6G, PDE6H, SLCO1B1, SLCO1B3	BRD-K50128260
pirinixic-acid	PPARA	BRD-K01902415
lobeline	SLC18A2, CHRNA10, CHRNA4, CHRNA9, CHRNB2, OPRM1	BRD-K66206289
phenprobamate		BRD-K22009844
5-methoxytryptamine	HTR2A, HTR6, HTR1B, HTR1D, HTR1E, HTR1F, HTR2C, HTR4, HTR7, TRPM8	BRD-K30197592
terreic-acid	BTK	BRD-A64228451
16,16-dimethylprostaglandin-e2	HPGD	BRD-K92301463
arecaidine	CHRM1, CHRM2, CHRM3, CHRM4	BRD-K63792901
MDL-28170	CAPN1, CTSB, CTSL	BRD-K43245338
mepyramine	HRH1	BRD-K97564742
JW-7-24-1	LCK	BRD-U68942961
DMEOB		BRD-K31699485
lonidamine	GCK	BRD-K96670504
nicergoline	ADRA1A	BRD-K76810206
linezolid	MAOA	BRD-K66876909
warfarin	VKORC1, CYP2C19, CYP2C8, CYP4F2	BRD-A24514565
strychnine	GLRA1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA10, CHRNA9, GLRA2, GLRA3, GLRB	BRD-A09094913
ramipril	ACE	BRD-K89348303
VU-0400071-3	GRM4	BRD-A57457122
anisomycin	NHP2L1, RPL10L, RPL11, RPL13A, RPL15, RPL19, RPL23, RPL23A, RPL26L1, RPL3, RPL37, RPL8, RSL24D1	BRD-K91370081
taurocholic-acid	CEL, FXR, NR1H4, FABP6, SLCO1C1	BRD-K81062487
pyrrolidine-dithiocarbamate	HSD11B1, RELA	BRD-K80970344
LY-320135	CNR1	BRD-K78637815
TAS-301	CAMK2A	BRD-K55454768
penfluridol	CACNA1G, DRD1, DRD2	BRD-K15409150
desoxypeganine	ACHE, MAOA	BRD-K13819402
metanephrine		BRD-A42346008
vinburnine	CHRM1, CHRM2, CHRM3, CHRM4	BRD-K40227168
RWJ-21757	TLR7	BRD-A29437505
itopride	DRD2, ACHE, CHRM3	BRD-K96740444
flunarizine	CACNA1G, CACNA1H, CACNA1I, CALM1, CYP2J2, HRH1	BRD-K29582677
LE-300	DRD5, DRD1, HTR2A	BRD-K01648091
fenoterol	ADRB2, ADRB1, ADRB3	BRD-A97104540
PCO-400	ABCC9, KCNJ8	BRD-K52721684
melperone	DRD2, HTR1A, HTR2A	BRD-K92984783
FGIN-1-43	TSPO	BRD-K66093087
nitrazepam	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, SCN1A	BRD-K57930253
ZM-241385	ADORA2A, ADORA2B, ADORA1, ADORA3	BRD-K19605405
noreleagnine	ADRA2A, ADRA2B, ADRA2C, HTR2A, MAOA, MAOB	BRD-K32696739
mecillinam		BRD-K41051431
capsaicin	TRPV1, CFTR, ENOX2	BRD-K16336526
BMY-14802	HTR1A, SIGMAR1	BRD-A15435692
scandenin		BRD-K81847782
ZD-2079	ADRB3	BRD-K64157027
PNU-22394	MAOA, MAOB	BRD-K16551401
torasemide	SLC12A1, CYP2C8, SLC12A2	BRD-K30480208
CA-074-Me	CTSB	BRD-A56020723
triamcinolone	NR3C1, CYP3A5, CYP3A7, SERPINA6	BRD-A92439610
benzo(a)pyrene		BRD-K09668667
verrucarin-a		BRD-A26002865
PIT	P2RY1	BRD-K43978949
nomegestrol	PGR	BRD-K27351809
gamma-homolinolenic-acid	PTGS1, PTGS2	BRD-K20152659
flufenamic-acid	AKR1C3, AR, PTGS1, PTGS2, ANO1, GJA1, GJA10, GJA3, GJA4, GJA5, GJA8, GJA9, GJB1, GJB2, GJB3, GJB4, GJB5, GJB6, GJB7, GJC1, GJC2, GJC3, GJD2, GJD3, GJD4, GJE1, PANX1, PANX2, PANX3, PKD2L1, TRPC5, TRPM2, TRPM5	BRD-K44067360
anastrozole	CYP19A1	BRD-K52172416
desloratadine	HRH1	BRD-K82357231
CGP-55845	GABBR1, GABBR2, KCTD12, KCTD16, KCTD8	BRD-A89672324
alfadolone		BRD-K51751936
nornicotine		BRD-A24543851
MDL-11939	HTR2A, HTR2B, HTR2C	BRD-A62057054
brefeldin-a	ARF1, ARFGEF1, ARFGEF2, CYTH2, GBF1, SAR1A	BRD-A17065207
R-96544	HTR2A	BRD-K15588452
reserpine	SLC18A2, SLC18A1	BRD-K95921201
phensuximide		BRD-A18043272
vecuronium	CHRNA2	BRD-K61341215
GW-311616	ELANE	BRD-A38898897
flucytosine	DNMT1	BRD-K82143716
avrainvillamide-analog-3	NPM1	BRD-K39569857
betaxolol	ADRB1, ADRB2	BRD-A02759312
amylocaine		BRD-A09062839
vinorelbine	TUBB	BRD-M30523314
hydralazine	AOC3, P4HA1	BRD-A77722753
nifekalant		BRD-K32311154
deferiprone	CYP4F2	BRD-K06878038
bosentan	EDNRB, EDNRA, ABCB1, CYP2C19, CYP3A4	BRD-K74763371
liothyronine	THRA, THRB	BRD-K89152108
carmofur	TYMS	BRD-K11630072
HG-5-88-01	ADCK4, EGFR	BRD-U44700465
niridazole		BRD-K53123955
depomedrol		BRD-K94070024
racephedrine		BRD-A54236247
alfacalcidol	VDR, CYP27B1, CYP3A5	BRD-K93433262
MAZ-51	FLT4	BRD-K95655893
QL-X-138	BTK, JAK3, MKNK2, MTOR, PRKDC	BRD-U33728988
probenecid	SLC22A6, ABCC1, PANX1, SLC22A11, SLC22A8, SLCO1C1, TRPV2	BRD-K95237249
prostratin	PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCH, PRKCQ	BRD-K91145395
VX-222		BRD-K81783531
anandamide	CNR1, CNR2, TRPV1, CACNA1G, CACNA1H, CACNA1I, GLRA1, GPR119, GPR18, GPR55, KCNA2, KCND3, KCNK3, KCNK9, TRPM8	BRD-K78280988
lylamine	CNR1	BRD-K62289640
SB-216763	GSK3B, CCNA2, CDK2, GSK3A	BRD-K59184148
WR-216174		BRD-K26669427
ZD-7288	HCN1, HCN2, HCN3, HCN4	BRD-K18678457
BRD-K06817181	JAK2	BRD-K06817181
esomeprazole	ATP4A, CYP2C19, CYP3A4	BRD-A56892734
ciprofibrate	PPARA, LPL	BRD-A49358627
L-368899	OXTR, AVPR1A, AVPR2, OXT	BRD-A43930669
NECA	ADORA1, ADORA2A, ADORA2B, ADORA3, HSP90B1	BRD-A35338386
LY-2140023	GRM3, GRM2	BRD-K49519144
CAY-10415	INS	BRD-A61858259
JTC-801	OPRL1	BRD-K17705806
gedunin	HSP90AA1	BRD-A17819071
actarit		BRD-K33483813
nomifensine	SLC6A2, SLC6A3, DRD2, MAOA, MAOB, MPO	BRD-A29644307
kitasamycin		BRD-K96134740
amlexanox	FGF1, IL3, S100A12, S100A13	BRD-K29530284
homoharringtonine	RPL3	BRD-K76674262
IRL-2500	EDNRB	BRD-A54029483
palonosetron	HTR3A	BRD-K08924299
flumazenil	GABRA1, GABRA2, GABRA3, GABRA5, GABRA4, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ	BRD-K98769987
lacidipine	CACNA1C	BRD-A52282606
flubendazole	TUBB	BRD-K86003836
GR-55562	HTR1B, HTR1D	BRD-K46441700
3-amino-benzamide	PARP1	BRD-K08703257
epothilone-a		BRD-K71823332
oxymetholone	AR	BRD-A23637604
sitagliptin	DPP4, CYP2C8, FASLG, HMGCR, SLC22A8	BRD-K19416115
ICI-89406	ADRB1, ADRB2	BRD-A03359064
tropanyl-3,5-dimethylbenzoate		BRD-A84389633
beta-CCP	GABRA1, GABRG2, IDO1	BRD-K85242180
hydrastine		BRD-K02715688
flupirtine	KCNQ2, ADRA2A, KCNQ1, KCNQ3	BRD-K50720187
carmoxirole	DRD2	BRD-K82484965
tosyl-phenylalanyl-chloromethyl-ketone		BRD-K50311478
rilmenidine	NISCH	BRD-K01638814
toltrazuril		BRD-K64514229
STO-609	CAMKK1, CAMKK2	BRD-K52620403
tomelukast	CYSLTR1	BRD-K74765201
BMS-641988	AR	BRD-K48923948
triprolidine	HRH1	BRD-K11742128
clofibric-acid	PPARA	BRD-K19111024
ascorbyl-palmitate		BRD-A14985772
retinyl		BRD-K65331431
ingenol	PRKCD, PRKCE	BRD-A52650764
BRL-50481	PDE7A, PDE7B	BRD-K84266862
ST-91		BRD-K18905250
psoromic-acid		BRD-K04170657
cephaeline	RPS2	BRD-K80348542
xanthohumol	CYP19A1, VCP	BRD-K77390737
acitretin	RARA, RARB, RARG, RBP1, RXRA, RXRB, RXRG, STAT3	BRD-K62012036
AG-370	PDGFRB	BRD-K33204703
reboxetine	SLC6A2	BRD-A43974499
pargyline	MAOB, MAOA	BRD-K83597974
niguldipine	ADRA1A, CACNA1C, ADRA1B, ADRA1D	BRD-A43331270
methylnorlichexanthone	AURKB, KDR, PIM1	BRD-K33193182
chlortetracycline		BRD-A41555725
fenretinide	CYP2C8, CYP3A5, RARA, RARG	BRD-K28168037
dinoprostone	PTGER2, PTGER1, PTGER3, PTGER4, CATSPER1, CATSPER2, CATSPER3, CATSPER4, PTGDR, PTGDR2, PTGFR, TBXA2R	BRD-K26521938
ganglioside		BRD-K77998258
loreclezole	GABRB2, GABRB3	BRD-K28137194
buphenine	ADRB2	BRD-A36267905
GR-159897	TACR2, TAC1	BRD-K52394958
AG-957	ABL1, EGFR	BRD-K36737713
epibatidine	CHRFAM7A, CHRNA2, CHRNA3, CHRNA4, CHRNA7	BRD-A39268308
WAY-213613	SLC1A2	BRD-A20968261
NS-3694	GRIK1	BRD-K26979635
3-matida	GRM1	BRD-A87125127
parbendazole	TUBB	BRD-K02407574
naltrexone	OPRK1, OPRM1, OPRD1, SIGMAR1	BRD-A83855350
PT-630	DPP4, FAP	BRD-A73680854
methyllycaconitine	CHRNA7	BRD-A32164164
hydrastinine		BRD-K92726801
HLI-373	MDM2	BRD-K17349619
treprostinil	PTGIR, CYP2C8, P2RY12, PPARD, PTGDR, PTGER1, PTGER2, PTGER3, PTGER4	BRD-A67438293
CGP-7930	GABBR1	BRD-K65786282
sumatriptan	HTR1D, HTR1B, HTR1A, HTR1F, HTR1E, HTR5A, HTR6, HTR7	BRD-K50938287
CGP-37157	SLC8A1	BRD-A35623999
butoconazole		BRD-A16665823
anpirtoline	HTR1B, HTR3A	BRD-K55424922
SCH-28080	ATP4A	BRD-K55748775
iloperidone	DRD2, HTR2A, HTR1A, HTR6, HTR7, ADRA1A, ADRA2C, DRD1, DRD3, DRD4, HRH1	BRD-K48722833
flecainide	SCN5A, KCNA5, KCNA7, SCN4A	BRD-A09472452
L-BSO	GCLM	BRD-A47706533
brucine	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5	BRD-A41995253
l-erythro-MAPP		BRD-K09635134
gliquidone	ABCC8, KCNJ10, KCNJ11, KCNJ8	BRD-K80396088
BRD-A80383043	GRM1, GRM2	BRD-A80383043
danazol	ESR1, GNRHR, AR, CCL2, CYP2C8, GNRHR2, PGR, TNF	BRD-A92537424
ketoconazole	AR, CYP19A1, CYP21A2, CYP2C19, CYP3A5, CYP3A7, KCNA10	BRD-K29113274
emetine	RPS2	BRD-A25687296
ispinesib	KIF11	BRD-K64881305
4-(2-Amino-ethyl)-benzenesulfonamide	CA2, CA1, CA9, CA12, CA14, CA4	BRD-K14643723
leu-enkephalin	OPRD1, OPRM1	BRD-A32836748
z-leu3-VS		BRD-K15935639
RS-16566		BRD-K80725821
cycloheximide	GSK3B, RPL3	BRD-A62184259
altrenogest	PGR	BRD-A27554692
prostaglandin	AKR1C3, PTGDR, PTGDR2, PTGER1, PTGER2, PTGER4, PTGFR	BRD-K09436313
phylloquinone	BGLAP, GGCX	BRD-A55815733
valproic-acid	ABAT, HDAC1, SCN1A, SCN3A, ACADSB, ALDH5A1, HDAC2, HDAC9, OGDH, SCN10A, SCN11A, SCN1B, SCN2A, SCN2B, SCN3B, SCN4A, SCN4B, SCN5A, SCN7A, SCN8A, SCN9A	BRD-K41260949
dopamine	DRD2, DRD1, DRD3, DRD4, DRD5, DBH, HTR1A, HTR7, SLC6A2, SLC6A3, SLC6A4	BRD-K43887077
BW-723C86	HTR2B, HTR2A, HTR2C	BRD-A17428743
oleoylethanolamide	CNR1, GPR119, GPR55, KCND3, PPARA	BRD-K66956375
androstenol	NR1I3	BRD-K24994810
immethridine	HRH3	BRD-K49519092
CGP-52432	GABBR1, GABBR2	BRD-A04668240
NCS-382	GABBR1, GABBR2, SLC52A2	BRD-A85025557
loxapine	DRD2, DRD3, DRD4, DRD1, HRH1, HTR2A, HTR2C, HTR6, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, ADRB1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD5, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR1E, HTR3A, HTR5A, HTR7, SLC6A2, SLC6A3, SLC6A4	BRD-K39915878
griseofulvin	KRT12	BRD-K08273968
SJ-172550	MDM4	BRD-K93095519
foliosidine		BRD-A49734948
carprofen	PTGS2, PTGS1	BRD-A17411484
hydroquinidine		BRD-A06390036
MRS-1220	ADORA2B, ADORA3	BRD-K37618799
EMF-bca1-57	CASP3	BRD-K64610608
LM-1685	PTGS2	BRD-K51941867
lumicolchicine		BRD-K99411983
triacsin-c	ACSL1	BRD-K80527266
tiotidine	HRH2	BRD-K11107424
NS-1619	KCNMA1, KCNT1, KCNT2, KCNU1	BRD-K54210043
MRS-1754	ADORA2B, ADORA1, ADORA2A, ADORA3	BRD-K72024482
ergocornine	DRD2	BRD-K19360254
huperzine-a	ACHE	BRD-K15402119
BAY-K8644	CACNA1C	BRD-K14329163
XAV-939	TNKS, TNKS2	BRD-K12762134
IKK-2-inhibitor	IKBKB	BRD-K26373640
ozagrel	TBXAS1	BRD-K19525698
carbenoxolone	HSD11B1, GJA1, GJA10, GJA3, GJA4, GJA5, GJA8, GJA9, GJB1, GJB2, GJB3, GJB4, GJB5, GJB6, GJB7, GJC1, GJC2, GJC3, GJD2, GJD3, GJD4, GJE1, PANX1, PANX2, PANX3	BRD-A98702003
tetrahydrobiopterin	PAH, TH, DBH, NOS3, TPH1	BRD-A67605442
3-methyl-GABA		BRD-A62890442
QX-314	MAPK14, TGFBR1	BRD-K56596464
parthenolide	ADIPOR2, IKBKB, RELA	BRD-K28120222
BIX-01294	EHMT1, EHMT2	BRD-K26818574
QL-XII-47	BMX, BTK	BRD-U86922168
JNJ-10191584	HRH4	BRD-K15086322
pseudopelletierine		BRD-A19053259
SB-525334	TGFBR1	BRD-K37720887
GW-843682X	PLK1, PLK3	BRD-K90382497
dicloxacillin		BRD-K05673000
phenacetin	PTGS1	BRD-K38323065
cinalukast	CYSLTR1	BRD-K72816382
SC-19220	PTGER1	BRD-K52512893
fluocinonide	NR3C1, SERPINA6, SMO	BRD-A15297126
SRC-kinase-inhibitor-II		BRD-K97330509
goserelin	GNRHR, GNRH1, LHCGR	BRD-A62434282
felodipine	CACNA1C, CACNA1D, CACNA1H, CACNA1S, CACNA2D1, CACNA2D2, CACNB2, CALM1, CFTR, NR3C2, PDE1A, PDE1B, TNNC1, TNNC2	BRD-A30815329
methyl-2,5-dihydroxycinnamate	EGFR	BRD-K88741031
securinine	GABRA1	BRD-A25775766
devazepide	CCKAR, CCKBR, GAST	BRD-K31238592
fenpiverinium		BRD-K84566043
flurofamide		BRD-K67445247
lapatinib	EGFR, ERBB2, CYP3A5	BRD-M07438658
FPL-64176	CACNA1C, CACNA1S	BRD-K78959463
albendazole	CYP1A2, CYP2J2, TUBA1A, TUBB, TUBB4B	BRD-K79131256
etodolac	PTGS2, PTGS1, RXRA, TRPV1	BRD-A74667430
MW-STK33-3B		BRD-K64310881
alrestatin	AKR1B1	BRD-K35498378
capecitabine	TYMS, DPYD	BRD-K61192372
MK-1775	WEE1	BRD-K54256913
pseudoephedrine	ADRA1A, ADRA2A, ADRB1, ADRB2, ATF1, ATF2, ATF3, ATF4, ATF5, ATF6, ATF7, CXCL8, FOS, HRH1, IL2, JDP2, JUN, NFATC1, SLC6A2, SLC6A3, SLC6A4, TNF	BRD-K84175871
dapsone	DHFR	BRD-K62363391
17-beta-estradiol	ESR1	BRD-K66766661
auraptene	MAOB	BRD-K85013741
aspirin	PTGS1, PTGS2, TP53, AKR1C1, ASIC3, EDNRA, HSPA5, IKBKB, NFKB1, NFKB2, NFKBIA, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG2, PRKAG3, RPS6KA3	BRD-K11433652
sunitinib	FLT3, KDR, KIT, FLT4, FLT1, PDGFRA, PDGFRB, RET, CSF1R, FGFR1	BRD-K70511574
betamethasone	NR3C1	BRD-A02180903
hydroxycholesterol	ABCA1, NR1H2, NR1H3	BRD-A36707673
tyrphostin-AG-82	EGFR, LCK	BRD-K03670461
tyrphostin-AG-1295	FLT3, KDR, PDGFRA, PDGFRB	BRD-K57926513
RS-504393	CCR2, CCL2	BRD-K87510569
QW-BI-011	EHMT2	BRD-K72264770
VU-0365114-2	CHRM5	BRD-K37456065
methantheline	CHRM1, HRH2	BRD-K09859624
methazolamide	CA1, CA2, CA4, CA7, CA12, CA14, INS	BRD-K13356952
norepinephrine	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB3, ADRB2, DRD1, DRD5, PAH, SLC18A1, SLC18A2	BRD-A91555231
danoprevir		BRD-K17823458
CL-82198	MMP13	BRD-K00675675
RS-100329	ADRA1A, ADRA1D	BRD-K08640512
farnesol	MAOB, MVK, NR1H4	BRD-K24656285
17-hydroxyprogesterone-caproate	CYP1A2, CYP2B6, CYP3A5, PGR	BRD-A29731977
oxybenzone	LIPE	BRD-K59037100
CP-55940	CNR1, CNR2, CXCR4, GPR55	BRD-A03816571
tyrphostin-B44		BRD-K11158509
docosatrienoic-acid		BRD-K01624546
niflumic-acid	CLCNKA, PTGS2, ANO1, CLCN1, CLCNKB, KCNQ1, PLA2G1B, PLA2G4A, PTGS1, UGT1A9	BRD-K98763141
beclometasone	NR3C1, CYP3A5, GPR97, SERPINA6	BRD-A17448384
lopinavir		BRD-K99451608
aminomethyltransferase	NOS2	BRD-A28318179
voriconazole	CYP2C19, CYP51A1	BRD-K46212057
7,8-dihydro-L-biopterin	NOS2, TPH1	BRD-A01317026
lenalidomide	CRBN, TNF, CDH5, PTGS2, TNFSF11	BRD-K05926469
tetracycline	PRNP	BRD-A15493168
4,5,6,7-tetrabromobenzotriazole	CSNK2A1, AKT1, CHEK1, CSNK2A2, CSNK2B, GSK3B, LCK, MAP2K1, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, ROCK1, RPS6KB1, SGK1	BRD-K97118047
desoxycortone	NR3C1, NR3C2	BRD-K98521173
ruxolitinib	JAK1, JAK2, TYK2, JAK3	BRD-K53972329
L-755507	ADRB3, ADRB1, ADRB2	BRD-A93206962
entacapone	COMT	BRD-K83636919
betahistine	HRH3, HRH1	BRD-K91315211
lysylphenylalanyl-tyrosine		BRD-K47328134
orantinib	PDGFRB, AURKA, AURKB, KDR, EGFR, FGFR1, FGFR2, PDGFRA, TBK1	BRD-K91696562
geranylgeraniol		BRD-K95402279
reichstein	AR	BRD-A56245458
LDN-193189	ACVR1, BMPR1A	BRD-K04853698
perindopril	ACE	BRD-K92731339
ALW-II-49-7	DDR1, EPHA2, EPHA4, EPHA7, EPHB2, EPHB4, EPHB6	BRD-K22096725
fluocinonide	NR3C1, SERPINA6, SMO	BRD-K57886322
farnesylthioacetic-acid		BRD-K63089472
fluoropyruvate		BRD-K01779529
tacrolimus	FKBP1A, CYP3A5, CYP3A7	BRD-K44094599
ebelactone-b	PNLIP	BRD-K64935403
physostigmine	ACHE, BCHE	BRD-A37052580
BAS-09104376		BRD-K55991774
mupirocin		BRD-K15262564
calmidazolium	ATP2B1, PDE1A	BRD-A98283014
ofloxacin	TOP2A	BRD-A24228527
VU-0420363-1		BRD-K59633790
noscapine	BDKRB2, SIGMAR1	BRD-A51393488
SB-218795	TACR3	BRD-K61097567
1-benzylimidazole	CYP11B1, QPCT	BRD-K32795028
kinetin-riboside		BRD-K94325918
triciribine	AKT1, AKT2, AKT3	BRD-K80431395
